"id_turma";"codigo_turma";"siape";"matricula_docente_externo";"observacao";"id_componente_curricular";"ch_dedicada_periodo";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"57744536";"01";"1345675";"";"";"78157";"60";"GRADUAÇÃO";"Campus Central";"Setor 4";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"35T56 (16/09/2024 - 01/02/2025)";"0";"30";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744537";"04";"1716016";"";"";"67657";"66";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/02/01 13:52:59.312000000";"false";"";"286";"CONSOLIDADA";"";"Presencial"
"57744537";"04";"2132107";"";"";"67657";"44";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/02/01 13:52:59.312000000";"false";"";"286";"CONSOLIDADA";"";"Presencial"
"57744537";"04";"1297190";"";"";"67657";"23";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/02/01 13:52:59.312000000";"false";"";"286";"CONSOLIDADA";"";"Presencial"
"57744537";"04";"2316237";"";"";"67657";"67";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/02/01 13:52:59.312000000";"false";"";"286";"CONSOLIDADA";"";"Presencial"
"57744538";"05";"3431050";"";"";"67657";"66";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/01/20 13:13:11.105000000";"false";"";"259";"CONSOLIDADA";"";"Presencial"
"57744538";"05";"1031308";"";"";"67657";"67";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/01/20 13:13:11.105000000";"false";"";"259";"CONSOLIDADA";"";"Presencial"
"57744538";"05";"2132107";"";"";"67657";"44";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/01/20 13:13:11.105000000";"false";"";"259";"CONSOLIDADA";"";"Presencial"
"57744538";"05";"1297190";"";"";"67657";"23";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"5";"7";"REGULAR";"false";"2025/01/20 13:13:11.105000000";"false";"";"259";"CONSOLIDADA";"";"Presencial"
"57744539";"06";"2682777";"";"";"67657";"66";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"";"7";"REGULAR";"false";"2025/01/30 15:17:07.699000000";"false";"";"199";"CONSOLIDADA";"";"Presencial"
"57744539";"06";"1297190";"";"";"67657";"67";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"";"7";"REGULAR";"false";"2025/01/30 15:17:07.699000000";"false";"";"199";"CONSOLIDADA";"";"Presencial"
"57744539";"06";"1100995";"";"";"67657";"67";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/13 00:00:00.000";"23456M123456  23456T1 (16/09/2024 - 13/11/2024)";"";"7";"REGULAR";"false";"2025/01/30 15:17:07.699000000";"false";"";"199";"CONSOLIDADA";"";"Presencial"
"57744540";"01";"3418220";"";"";"78158";"60";"GRADUAÇÃO";"Campus Central";"Laboratório de CAD - LABTEX";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6N1234 (16/09/2024 - 01/02/2025)";"0";"30";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744541";"01";"3369122";"";"";"67658";"43";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/09/18 00:00:00.000";"2024/11/06 00:00:00.000";"46M23456 (18/09/2024 - 06/11/2024)";"6";"7";"REGULAR";"false";"2025/01/31 17:46:59.870000000";"false";"";"55";"CONSOLIDADA";"";"Presencial"
"57744541";"01";"1140906";"";"";"67658";"14";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/09/18 00:00:00.000";"2024/11/06 00:00:00.000";"46M23456 (18/09/2024 - 06/11/2024)";"6";"7";"REGULAR";"false";"2025/01/31 17:46:59.870000000";"false";"";"55";"CONSOLIDADA";"";"Presencial"
"57744542";"01";"350248";"";"";"78159";"60";"GRADUAÇÃO";"Campus Central";"4D3 - SALA DE PRANCHETAS";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"3N1234 (16/09/2024 - 01/02/2025)";"0";"16";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744543";"02";"3369122";"";"";"67658";"57";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/07 00:00:00.000";"35M23456 (17/09/2024 - 07/11/2024)";"5";"7";"REGULAR";"false";"2025/01/31 17:48:09.387000000";"false";"";"75";"CONSOLIDADA";"";"Presencial"
"57744544";"03";"1140906";"";"";"67658";"57";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/12 00:00:00.000";"35M23456 (17/09/2024 - 12/11/2024)";"0";"7";"REGULAR";"false";"2025/01/31 16:42:08.396000000";"false";"";"80";"CONSOLIDADA";"";"Presencial"
"57744545";"04";"1140906";"";"";"67658";"29";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/11/22 00:00:00.000";"2025/01/31 00:00:00.000";"46M23456 (22/11/2024 - 20/12/2024), 46M23456 (15/01/2025 - 24/01/2025), 7M23456 (25/01/2025 - 25/01/2025), 46M23456 (26/01/2025 - 31/01/2025)";"5";"7";"REGULAR";"false";"2025/01/31 17:45:40.214000000";"false";"";"75";"CONSOLIDADA";"";"Presencial"
"57744545";"04";"3369122";"";"";"67658";"28";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/11/22 00:00:00.000";"2025/01/31 00:00:00.000";"46M23456 (22/11/2024 - 20/12/2024), 46M23456 (15/01/2025 - 24/01/2025), 7M23456 (25/01/2025 - 25/01/2025), 46M23456 (26/01/2025 - 31/01/2025)";"5";"7";"REGULAR";"false";"2025/01/31 17:45:40.214000000";"false";"";"75";"CONSOLIDADA";"";"Presencial"
"57744546";"05";"3369122";"";"";"67658";"57";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/11/19 00:00:00.000";"2025/01/28 00:00:00.000";"35M23456 (19/11/2024 - 19/12/2024), 35M23456 (14/01/2025 - 28/01/2025)";"5";"7";"REGULAR";"false";"2025/01/31 17:56:26.558000000";"false";"";"70";"CONSOLIDADA";"";"Presencial"
"57744547";"06";"1140906";"";"";"67658";"57";"GRADUAÇÃO";"Campus Santa Cruz";"HUOL";"2024";"2";"2024/11/19 00:00:00.000";"2025/01/28 00:00:00.000";"35M23456 (19/11/2024 - 19/12/2024), 35M23456 (14/01/2025 - 28/01/2025)";"0";"7";"REGULAR";"false";"2025/01/31 16:44:58.385000000";"false";"";"75";"CONSOLIDADA";"";"Presencial"
"57744549";"01A";"1140906";"";"";"60278";"30";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de aula";"2024";"2";"2024/09/19 00:00:00.000";"2025/01/30 00:00:00.000";"5T56  5N12 (19/09/2024 - 19/12/2024),  5T56  5N12 (16/01/2025 - 30/01/2025)";"29";"40";"REGULAR";"false";"2025/01/30 15:13:48.231000000";"false";"57744548";"68";"CONSOLIDADA";"";"Presencial"
"57744549";"01A";"2316237";"";"";"60278";"30";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de aula";"2024";"2";"2024/09/19 00:00:00.000";"2025/01/30 00:00:00.000";"5T56  5N12 (19/09/2024 - 19/12/2024),  5T56  5N12 (16/01/2025 - 30/01/2025)";"29";"40";"REGULAR";"false";"2025/01/30 15:13:48.231000000";"false";"57744548";"68";"CONSOLIDADA";"";"Presencial"
"57744550";"01";"3204109";"";"";"59628";"20";"GRADUAÇÃO";"Campus Santa Cruz";"3ª sala 18; 56 Sala 08";"2024";"2";"2024/09/26 00:00:00.000";"2024/10/08 00:00:00.000";"356M123456  35T123456 (26/09/2024 - 08/10/2024)";"44";"45";"REGULAR";"false";"2025/01/17 09:27:14.338000000";"false";"";"53";"CONSOLIDADA";"";"Presencial"
"57744550";"01";"3326345";"";"";"59628";"20";"GRADUAÇÃO";"Campus Santa Cruz";"3ª sala 18; 56 Sala 08";"2024";"2";"2024/09/26 00:00:00.000";"2024/10/08 00:00:00.000";"356M123456  35T123456 (26/09/2024 - 08/10/2024)";"44";"45";"REGULAR";"false";"2025/01/17 09:27:14.338000000";"false";"";"53";"CONSOLIDADA";"";"Presencial"
"57744551";"01";"1081828";"";"";"64292";"30";"STRICTO SENSU";"";"Campus Natal - Sala 5 do depto de Fisioterapia";"2024";"2";"2024/09/25 00:00:00.000";"2024/12/20 00:00:00.000";"4M23456 (25/09/2024 - 20/12/2024)";"17";"17";"REGULAR";"false";"2025/02/26 16:07:03.702000000";"false";"";"60";"CONSOLIDADA";"";"Presencial"
"57744551";"01";"2179208";"";"";"64292";"30";"STRICTO SENSU";"";"Campus Natal - Sala 5 do depto de Fisioterapia";"2024";"2";"2024/09/25 00:00:00.000";"2024/12/20 00:00:00.000";"4M23456 (25/09/2024 - 20/12/2024)";"17";"17";"REGULAR";"false";"2025/02/26 16:07:03.702000000";"false";"";"60";"CONSOLIDADA";"";"Presencial"
"57744552";"01";"";"71869";"";"72614";"60";"STRICTO SENSU";"";"Multimeios 03";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/27 00:00:00.000";"3T6  3N1234";"24";"30";"REGULAR";"false";"2025/02/06 15:19:12.056000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"57744552";"01";"1545096";"";"";"72614";"60";"STRICTO SENSU";"";"Multimeios 03";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/27 00:00:00.000";"3T6  3N1234";"24";"30";"REGULAR";"false";"2025/02/06 15:19:12.056000000";"false";"";"0";"CONSOLIDADA";"";"Presencial"
"57744553";"01";"1892581";"";"";"59629";"20";"GRADUAÇÃO";"Campus Santa Cruz";"3ª sala 18; 56 Sala 08";"2024";"2";"2024/09/17 00:00:00.000";"2024/09/24 00:00:00.000";"356M123456  35T123456 (17/09/2024 - 24/09/2024)";"44";"45";"REGULAR";"false";"2025/01/31 17:46:13.669000000";"false";"";"42";"CONSOLIDADA";"";"Presencial"
"57744553";"01";"4933786";"";"";"59629";"15";"GRADUAÇÃO";"Campus Santa Cruz";"3ª sala 18; 56 Sala 08";"2024";"2";"2024/09/17 00:00:00.000";"2024/09/24 00:00:00.000";"356M123456  35T123456 (17/09/2024 - 24/09/2024)";"44";"45";"REGULAR";"false";"2025/01/31 17:46:13.669000000";"false";"";"42";"CONSOLIDADA";"";"Presencial"
"57744554";"01";"3326345";"";"";"59630";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de grupo e UBS";"2024";"2";"2024/10/10 00:00:00.000";"2024/10/17 00:00:00.000";"35M12345  35T12345 (10/10/2024 - 15/10/2024), 5M12345 (17/10/2024 - 17/10/2024)";"7";"7";"REGULAR";"false";"2025/02/01 23:08:43.814000000";"false";"";"25";"CONSOLIDADA";"";"Presencial"
"57744555";"01";"3418220";"";"";"78162";"60";"GRADUAÇÃO";"Campus Central";"Setor 4";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"35N12 (16/09/2024 - 01/02/2025)";"0";"30";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744556";"02";"4933786";"";"";"59630";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de grupo e UBS";"2024";"2";"2024/10/17 00:00:00.000";"2024/10/24 00:00:00.000";"5T12345 (17/10/2024 - 17/10/2024), 35M12345  35T12345 (22/10/2024 - 24/10/2024)";"6";"8";"REGULAR";"false";"2025/01/20 11:13:57.904000000";"false";"";"25";"CONSOLIDADA";"";"Presencial"
"57744557";"03";"3326345";"";"";"59630";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de grupo e UBS";"2024";"2";"2024/10/29 00:00:00.000";"2024/11/05 00:00:00.000";"35M12345  35T12345 (29/10/2024 - 31/10/2024), 3M12345 (05/11/2024 - 05/11/2024)";"7";"7";"REGULAR";"false";"2025/02/01 23:10:41.530000000";"false";"";"25";"CONSOLIDADA";"";"Presencial"
"57744558";"01";"1214075";"";"";"67665";"45";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4T345 (16/09/2024 - 01/02/2025)";"40";"50";"REGULAR";"false";"2025/01/29 14:17:13.968000000";"false";"";"51";"CONSOLIDADA";"";"Presencial"
"57744559";"01";"2319151";"";"";"79156";"30";"STRICTO SENSU";"";"Campus Natal - Sala 8 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"5M123456";"14";"14";"REGULAR";"false";"2024/12/19 09:25:05.755000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57744559";"01";"2374822";"";"";"79156";"30";"STRICTO SENSU";"";"Campus Natal - Sala 8 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"5M123456";"14";"14";"REGULAR";"false";"2024/12/19 09:25:05.755000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57744560";"04";"3326345";"";"";"59630";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de grupo e UBS";"2024";"2";"2024/11/05 00:00:00.000";"2024/11/12 00:00:00.000";"3T12345 (05/11/2024 - 05/11/2024), 35M12345  35T12345 (07/11/2024 - 12/11/2024)";"8";"8";"REGULAR";"false";"2025/02/01 23:12:05.547000000";"false";"";"25";"CONSOLIDADA";"";"Presencial"
"57744561";"01";"2239386";"";"";"78161";"60";"GRADUAÇÃO";"Campus Central";"4I5";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"35T56 (16/09/2024 - 01/02/2025)";"8";"30";"REGULAR";"false";"2025/01/24 17:28:09.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57744562";"01";"2553991";"";"";"67667";"21";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/11 00:00:00.000";"234M23456  2T23456 (16/09/2024 - 18/09/2024), 2M23456  2T23456 (23/09/2024 - 23/09/2024), 245M23456  2T23456 (25/09/2024 - 30/09/2024), 34M23456 (01/10/2024 - 02/10/2024),  2T123456 (07/10/2024 - 07/10/2024), 345M23456 (08/10/2024 - 10/10/2024), 2M23456  2T23456 (14/10/2024 - 14/10/2024), 2M23456  2T23456 (21/10/2024 - 21/10/2024), 25M23456  2T23456 (24/10/2024 - 28/10/2024),  2T23456 (04/11/2024 - 04/11/2024),  2T23456 (11/11/2024 - 11/11/2024)";"43";"45";"REGULAR";"false";"2025/01/14 17:58:34.360000000";"false";"";"126";"CONSOLIDADA";"";"Presencial"
"57744562";"01";"3621043";"";"";"67667";"27";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/11 00:00:00.000";"234M23456  2T23456 (16/09/2024 - 18/09/2024), 2M23456  2T23456 (23/09/2024 - 23/09/2024), 245M23456  2T23456 (25/09/2024 - 30/09/2024), 34M23456 (01/10/2024 - 02/10/2024),  2T123456 (07/10/2024 - 07/10/2024), 345M23456 (08/10/2024 - 10/10/2024), 2M23456  2T23456 (14/10/2024 - 14/10/2024), 2M23456  2T23456 (21/10/2024 - 21/10/2024), 25M23456  2T23456 (24/10/2024 - 28/10/2024),  2T23456 (04/11/2024 - 04/11/2024),  2T23456 (11/11/2024 - 11/11/2024)";"43";"45";"REGULAR";"false";"2025/01/14 17:58:34.360000000";"false";"";"126";"CONSOLIDADA";"";"Presencial"
"57744562";"01";"3365973";"";"";"67667";"36";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/11 00:00:00.000";"234M23456  2T23456 (16/09/2024 - 18/09/2024), 2M23456  2T23456 (23/09/2024 - 23/09/2024), 245M23456  2T23456 (25/09/2024 - 30/09/2024), 34M23456 (01/10/2024 - 02/10/2024),  2T123456 (07/10/2024 - 07/10/2024), 345M23456 (08/10/2024 - 10/10/2024), 2M23456  2T23456 (14/10/2024 - 14/10/2024), 2M23456  2T23456 (21/10/2024 - 21/10/2024), 25M23456  2T23456 (24/10/2024 - 28/10/2024),  2T23456 (04/11/2024 - 04/11/2024),  2T23456 (11/11/2024 - 11/11/2024)";"43";"45";"REGULAR";"false";"2025/01/14 17:58:34.360000000";"false";"";"126";"CONSOLIDADA";"";"Presencial"
"57744562";"01";"1220598";"";"";"67667";"21";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2024/11/11 00:00:00.000";"234M23456  2T23456 (16/09/2024 - 18/09/2024), 2M23456  2T23456 (23/09/2024 - 23/09/2024), 245M23456  2T23456 (25/09/2024 - 30/09/2024), 34M23456 (01/10/2024 - 02/10/2024),  2T123456 (07/10/2024 - 07/10/2024), 345M23456 (08/10/2024 - 10/10/2024), 2M23456  2T23456 (14/10/2024 - 14/10/2024), 2M23456  2T23456 (21/10/2024 - 21/10/2024), 25M23456  2T23456 (24/10/2024 - 28/10/2024),  2T23456 (04/11/2024 - 04/11/2024),  2T23456 (11/11/2024 - 11/11/2024)";"43";"45";"REGULAR";"false";"2025/01/14 17:58:34.360000000";"false";"";"126";"CONSOLIDADA";"";"Presencial"
"57744563";"01";"3365430";"";"";"78160";"60";"GRADUAÇÃO";"Campus Central";"Setor 4";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"24N12 (16/09/2024 - 01/02/2025)";"0";"30";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744564";"05";"3326345";"";"";"59630";"12";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de grupo e UBS";"2024";"2";"2024/11/14 00:00:00.000";"2024/11/21 00:00:00.000";"35M12345  35T12345 (14/11/2024 - 19/11/2024), 5M12345 (21/11/2024 - 21/11/2024)";"8";"7";"REGULAR";"false";"2025/02/01 23:13:14.790000000";"false";"";"25";"CONSOLIDADA";"";"Presencial"
"57744564";"05";"3328381";"";"";"59630";"8";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de grupo e UBS";"2024";"2";"2024/11/14 00:00:00.000";"2024/11/21 00:00:00.000";"35M12345  35T12345 (14/11/2024 - 19/11/2024), 5M12345 (21/11/2024 - 21/11/2024)";"8";"7";"REGULAR";"false";"2025/02/01 23:13:14.790000000";"false";"";"25";"CONSOLIDADA";"";"Presencial"
"57744565";"06";"4933786";"";"";"59630";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Sala de grupo e UBS";"2024";"2";"2024/11/21 00:00:00.000";"2024/11/28 00:00:00.000";"5T12345 (21/11/2024 - 21/11/2024), 35M12345  35T12345 (26/11/2024 - 28/11/2024)";"8";"8";"REGULAR";"false";"2025/01/20 11:15:33.765000000";"false";"";"25";"CONSOLIDADA";"";"Presencial"
"57744566";"01";"1892581";"";"";"59631";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola";"2024";"2";"2024/10/31 00:00:00.000";"2024/11/19 00:00:00.000";"35T123456 (31/10/2024 - 19/11/2024)";"13";"15";"REGULAR";"false";"2025/01/13 10:16:14.300000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57744566";"01";"4933786";"";"";"59631";"10";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola";"2024";"2";"2024/10/31 00:00:00.000";"2024/11/19 00:00:00.000";"35T123456 (31/10/2024 - 19/11/2024)";"13";"15";"REGULAR";"false";"2025/01/13 10:16:14.300000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57744567";"05";"1046384";"";"";"60065";"60";"GRADUAÇÃO";"Campus Central";"2D2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4T1234 (16/09/2024 - 01/02/2025)";"77";"28";"REGULAR";"false";"2025/02/01 23:27:11.074000000";"false";"";"68";"CONSOLIDADA";"";"Presencial"
"57744568";"02";"1892581";"";"";"59631";"30";"GRADUAÇÃO";"Campus Santa Cruz";"Clínica Escola";"2024";"2";"2024/11/21 00:00:00.000";"2024/12/10 00:00:00.000";"35T123456 (21/11/2024 - 10/12/2024)";"15";"15";"REGULAR";"false";"2025/01/13 10:14:20.520000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57744569";"01";"3621043";"";"";"67668";"45";"GRADUAÇÃO";"Campus Central";"Serviço de saúde";"2024";"2";"2024/09/19 00:00:00.000";"2024/10/31 00:00:00.000";"35T23456 (19/09/2024 - 24/09/2024), 2M23456 (07/10/2024 - 07/10/2024), 345M23456 (15/10/2024 - 23/10/2024), 345M23456 (29/10/2024 - 31/10/2024)";"0";"8";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744570";"01";"3328381";"";"";"59632";"25";"GRADUAÇÃO";"Campus Santa Cruz";"HUAB";"2024";"2";"2024/11/05 00:00:00.000";"2024/11/12 00:00:00.000";"3T123456 (05/11/2024 - 05/11/2024), 35M123456  35T123456 (07/11/2024 - 12/11/2024)";"7";"7";"REGULAR";"false";"2025/01/17 10:44:13.148000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
"57744571";"01";"2786809";"";"";"79154";"20";"STRICTO SENSU";"";"Campus Natal - Sala 8 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"6M23456";"7";"6";"REGULAR";"false";"2025/02/14 09:19:22.079000000";"false";"";"65";"CONSOLIDADA";"";"Presencial"
"57744571";"01";"2212151";"";"";"79154";"20";"STRICTO SENSU";"";"Campus Natal - Sala 8 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"6M23456";"7";"6";"REGULAR";"false";"2025/02/14 09:19:22.079000000";"false";"";"65";"CONSOLIDADA";"";"Presencial"
"57744571";"01";"1242804";"";"";"79154";"20";"STRICTO SENSU";"";"Campus Natal - Sala 8 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"6M23456";"7";"6";"REGULAR";"false";"2025/02/14 09:19:22.079000000";"false";"";"65";"CONSOLIDADA";"";"Presencial"
"57744572";"02";"2553991";"";"";"67668";"45";"GRADUAÇÃO";"Campus Central";"Serviço de saúde";"2024";"2";"2024/09/19 00:00:00.000";"2024/10/31 00:00:00.000";"35T23456 (19/09/2024 - 24/09/2024), 2M23456 (07/10/2024 - 07/10/2024), 345M23456 (15/10/2024 - 23/10/2024), 345M23456 (29/10/2024 - 31/10/2024)";"1";"8";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744573";"02";"3328381";"";"";"59632";"10";"GRADUAÇÃO";"Campus Santa Cruz";"HUAB";"2024";"2";"2024/10/29 00:00:00.000";"2024/11/05 00:00:00.000";"35M123456  35T123456 (29/10/2024 - 31/10/2024), 3M123456 (05/11/2024 - 05/11/2024)";"8";"8";"REGULAR";"false";"2025/01/17 09:19:49.366000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
"57744573";"02";"3204109";"";"";"59632";"15";"GRADUAÇÃO";"Campus Santa Cruz";"HUAB";"2024";"2";"2024/10/29 00:00:00.000";"2024/11/05 00:00:00.000";"35M123456  35T123456 (29/10/2024 - 31/10/2024), 3M123456 (05/11/2024 - 05/11/2024)";"8";"8";"REGULAR";"false";"2025/01/17 09:19:49.366000000";"false";"";"30";"CONSOLIDADA";"";"Presencial"
"57744574";"03";"1698891";"";"";"67668";"45";"GRADUAÇÃO";"Campus Central";"Serviço de saúde";"2024";"2";"2024/09/19 00:00:00.000";"2024/10/31 00:00:00.000";"35T23456 (19/09/2024 - 24/09/2024), 2M23456 (07/10/2024 - 07/10/2024), 345M23456 (15/10/2024 - 23/10/2024), 345M23456 (29/10/2024 - 31/10/2024)";"1";"8";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744575";"04";"1220598";"";"";"67668";"45";"GRADUAÇÃO";"Campus Central";"Serviço de saúde";"2024";"2";"2024/09/19 00:00:00.000";"2024/10/31 00:00:00.000";"35T23456 (19/09/2024 - 24/09/2024), 2M23456 (07/10/2024 - 07/10/2024), 345M23456 (15/10/2024 - 23/10/2024), 345M23456 (29/10/2024 - 31/10/2024)";"2";"8";"REGULAR";"false";"";"false";"";"";"EXCLUÍDA";"";"Presencial"
"57744576";"01";"1803907";"";"";"79150";"8";"STRICTO SENSU";"";"Campus Natal - Sala 5 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"2T23456";"35";"35";"REGULAR";"false";"2025/01/07 09:16:21.571000000";"false";"";"65";"CONSOLIDADA";"";"Presencial"
"57744576";"01";"3358154";"";"";"79150";"7";"STRICTO SENSU";"";"Campus Natal - Sala 5 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"2T23456";"35";"35";"REGULAR";"false";"2025/01/07 09:16:21.571000000";"false";"";"65";"CONSOLIDADA";"";"Presencial"
"57744576";"01";"2646619";"";"";"79150";"15";"STRICTO SENSU";"";"Campus Natal - Sala 5 do depto de Fisioterapia";"2024";"2";"2024/09/16 00:00:00.000";"2024/12/20 00:00:00.000";"2T23456";"35";"35";"REGULAR";"false";"2025/01/07 09:16:21.571000000";"false";"";"65";"CONSOLIDADA";"";"Presencial"
